source,region,date,strat,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
admissions,Midlands,2020-11-16,,0.88,0.88,0.033,0.82,0.85,0.87,0.88,0.9,0.93
admissions,Midlands,2020-11-17,,0.88,0.88,0.032,0.82,0.86,0.87,0.89,0.9,0.93
admissions,Midlands,2020-11-18,,0.89,0.89,0.03,0.83,0.87,0.88,0.89,0.91,0.93
admissions,Midlands,2020-11-19,,0.9,0.9,0.029,0.85,0.88,0.89,0.9,0.92,0.94
admissions,Midlands,2020-11-20,,0.91,0.91,0.027,0.87,0.89,0.91,0.92,0.93,0.96
admissions,Midlands,2020-11-21,,0.93,0.93,0.027,0.89,0.91,0.92,0.94,0.95,0.98
admissions,Midlands,2020-11-22,,0.95,0.95,0.029,0.91,0.93,0.94,0.96,0.97,1
admissions,Midlands,2020-11-23,,0.97,0.98,0.031,0.93,0.95,0.97,0.98,0.99,1
admissions,Midlands,2020-11-24,,1,1,0.034,0.95,0.98,0.99,1,1,1.1
admissions,Midlands,2020-11-25,,1,1,0.037,0.97,1,1,1,1,1.1
admissions,Midlands,2020-11-26,,1,1,0.038,0.98,1,1,1,1.1,1.1
admissions,Midlands,2020-11-27,,1.1,1.1,0.039,1,1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-09-15,,1.1,1.1,0.083,0.93,1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-09-16,,1.1,1.1,0.072,0.96,1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-09-17,,1.1,1.1,0.062,0.98,1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-09-18,,1.1,1.1,0.053,1,1.1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-09-19,,1.1,1.1,0.045,1,1.1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-09-20,,1.1,1.1,0.038,1.1,1.1,1.1,1.1,1.2,1.2
admissions,North East and Yorkshire,2020-09-21,,1.1,1.1,0.034,1.1,1.1,1.1,1.1,1.2,1.2
admissions,North East and Yorkshire,2020-09-22,,1.2,1.2,0.031,1.1,1.1,1.1,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-09-23,,1.2,1.2,0.03,1.1,1.1,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-09-24,,1.2,1.2,0.031,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-09-25,,1.2,1.2,0.032,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-09-26,,1.2,1.2,0.033,1.1,1.2,1.2,1.2,1.2,1.3
admissions,North East and Yorkshire,2020-09-27,,1.2,1.2,0.033,1.1,1.2,1.2,1.2,1.2,1.3
admissions,North East and Yorkshire,2020-09-28,,1.2,1.2,0.032,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North East and Yorkshire,2020-09-29,,1.2,1.2,0.031,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North East and Yorkshire,2020-09-30,,1.2,1.2,0.029,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North East and Yorkshire,2020-10-01,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-02,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-03,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-04,,1.2,1.2,0.027,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-05,,1.2,1.2,0.027,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-06,,1.2,1.2,0.028,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-07,,1.2,1.2,0.028,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-08,,1.2,1.2,0.027,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-09,,1.2,1.2,0.025,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-10,,1.2,1.2,0.024,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-11,,1.2,1.2,0.023,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-12,,1.2,1.2,0.023,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-13,,1.2,1.2,0.025,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-14,,1.2,1.2,0.026,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-15,,1.2,1.2,0.028,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-16,,1.2,1.2,0.028,1.1,1.1,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-17,,1.2,1.2,0.027,1.1,1.1,1.2,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-18,,1.1,1.2,0.025,1.1,1.1,1.1,1.2,1.2,1.2
admissions,North East and Yorkshire,2020-10-19,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.2,1.2
admissions,North East and Yorkshire,2020-10-20,,1.1,1.1,0.022,1.1,1.1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-10-21,,1.1,1.1,0.022,1.1,1.1,1.1,1.1,1.1,1.2
admissions,North East and Yorkshire,2020-10-22,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-23,,1.1,1.1,0.025,1.1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-24,,1.1,1.1,0.027,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-25,,1.1,1.1,0.027,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-26,,1.1,1.1,0.027,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-27,,1.1,1.1,0.026,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-28,,1.1,1.1,0.024,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-29,,1.1,1.1,0.022,1,1.1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-30,,1.1,1.1,0.02,1,1,1.1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-10-31,,1.1,1.1,0.021,1,1,1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-11-01,,1,1.1,0.022,1,1,1,1.1,1.1,1.1
admissions,North East and Yorkshire,2020-11-02,,1,1,0.025,1,1,1,1,1.1,1.1
admissions,North East and Yorkshire,2020-11-03,,1,1,0.027,1,1,1,1,1.1,1.1
admissions,North East and Yorkshire,2020-11-04,,1,1,0.029,0.98,1,1,1,1,1.1
admissions,North East and Yorkshire,2020-11-05,,1,1,0.029,0.97,0.99,1,1,1,1.1
admissions,North East and Yorkshire,2020-11-06,,0.99,1,0.028,0.96,0.98,0.99,1,1,1
admissions,North East and Yorkshire,2020-11-07,,0.98,0.98,0.026,0.94,0.96,0.97,0.98,1,1
admissions,North East and Yorkshire,2020-11-08,,0.96,0.96,0.024,0.93,0.95,0.95,0.97,0.98,1
admissions,North East and Yorkshire,2020-11-09,,0.94,0.94,0.021,0.91,0.93,0.94,0.95,0.96,0.98
admissions,North East and Yorkshire,2020-11-10,,0.92,0.93,0.019,0.9,0.91,0.92,0.93,0.94,0.96
admissions,North East and Yorkshire,2020-11-11,,0.91,0.91,0.019,0.87,0.9,0.9,0.91,0.92,0.94
admissions,North East and Yorkshire,2020-11-12,,0.89,0.89,0.021,0.85,0.88,0.89,0.9,0.9,0.92
admissions,North East and Yorkshire,2020-11-13,,0.88,0.88,0.023,0.84,0.86,0.87,0.88,0.89,0.91
admissions,North East and Yorkshire,2020-11-14,,0.87,0.86,0.025,0.82,0.85,0.86,0.87,0.88,0.9
admissions,North East and Yorkshire,2020-11-15,,0.86,0.85,0.027,0.81,0.84,0.85,0.86,0.87,0.89
admissions,North East and Yorkshire,2020-11-16,,0.85,0.85,0.028,0.8,0.83,0.84,0.86,0.87,0.89
admissions,North East and Yorkshire,2020-11-17,,0.85,0.84,0.028,0.8,0.83,0.84,0.85,0.86,0.89
admissions,North East and Yorkshire,2020-11-18,,0.85,0.84,0.028,0.8,0.83,0.84,0.85,0.86,0.89
admissions,North East and Yorkshire,2020-11-19,,0.85,0.85,0.027,0.8,0.83,0.84,0.86,0.87,0.89
admissions,North East and Yorkshire,2020-11-20,,0.85,0.85,0.026,0.81,0.84,0.85,0.86,0.87,0.89
admissions,North East and Yorkshire,2020-11-21,,0.86,0.86,0.024,0.82,0.85,0.86,0.87,0.88,0.9
admissions,North East and Yorkshire,2020-11-22,,0.87,0.87,0.023,0.83,0.86,0.87,0.88,0.89,0.91
admissions,North East and Yorkshire,2020-11-23,,0.89,0.89,0.023,0.85,0.87,0.88,0.89,0.9,0.92
admissions,North East and Yorkshire,2020-11-24,,0.9,0.9,0.023,0.87,0.89,0.9,0.91,0.92,0.94
admissions,North East and Yorkshire,2020-11-25,,0.92,0.92,0.025,0.88,0.9,0.91,0.92,0.93,0.97
admissions,North East and Yorkshire,2020-11-26,,0.94,0.94,0.028,0.9,0.92,0.93,0.94,0.96,0.99
admissions,North East and Yorkshire,2020-11-27,,0.96,0.96,0.031,0.91,0.94,0.95,0.96,0.98,1
admissions,North West,2020-09-15,,1.2,1.2,0.087,1,1.1,1.1,1.2,1.2,1.3
admissions,North West,2020-09-16,,1.2,1.2,0.077,1,1.1,1.2,1.2,1.2,1.3
admissions,North West,2020-09-17,,1.2,1.2,0.067,1.1,1.1,1.2,1.2,1.2,1.3
admissions,North West,2020-09-18,,1.2,1.2,0.058,1.1,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-09-19,,1.2,1.2,0.049,1.1,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-09-20,,1.2,1.2,0.042,1.1,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-09-21,,1.2,1.2,0.035,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-09-22,,1.2,1.2,0.031,1.2,1.2,1.2,1.2,1.3,1.3
admissions,North West,2020-09-23,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,North West,2020-09-24,,1.2,1.2,0.028,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-25,,1.3,1.3,0.029,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-26,,1.3,1.3,0.031,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-27,,1.3,1.3,0.032,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-28,,1.3,1.3,0.033,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-29,,1.2,1.3,0.032,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-09-30,,1.2,1.2,0.031,1.2,1.2,1.2,1.3,1.3,1.3
admissions,North West,2020-10-01,,1.2,1.2,0.029,1.2,1.2,1.2,1.2,1.3,1.3
admissions,North West,2020-10-02,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-10-03,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.2,1.3
admissions,North West,2020-10-04,,1.2,1.2,0.024,1.2,1.2,1.2,1.2,1.2,1.2
admissions,North West,2020-10-05,,1.2,1.2,0.023,1.2,1.2,1.2,1.2,1.2,1.2
admissions,North West,2020-10-06,,1.2,1.2,0.023,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North West,2020-10-07,,1.2,1.2,0.023,1.1,1.2,1.2,1.2,1.2,1.2
admissions,North West,2020-10-08,,1.2,1.2,0.023,1.1,1.1,1.2,1.2,1.2,1.2
admissions,North West,2020-10-09,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.2,1.2
admissions,North West,2020-10-10,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.1,1.2
admissions,North West,2020-10-11,,1.1,1.1,0.022,1.1,1.1,1.1,1.1,1.1,1.2
admissions,North West,2020-10-12,,1.1,1.1,0.022,1.1,1.1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-13,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-14,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-15,,1.1,1.1,0.021,1,1.1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-16,,1.1,1.1,0.021,1,1.1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-17,,1.1,1.1,0.021,1,1,1.1,1.1,1.1,1.1
admissions,North West,2020-10-18,,1,1,0.021,1,1,1,1.1,1.1,1.1
admissions,North West,2020-10-19,,1,1,0.021,1,1,1,1,1.1,1.1
admissions,North West,2020-10-20,,1,1,0.02,1,1,1,1,1,1.1
admissions,North West,2020-10-21,,1,1,0.02,0.99,1,1,1,1,1.1
admissions,North West,2020-10-22,,1,1,0.019,0.98,1,1,1,1,1
admissions,North West,2020-10-23,,1,1,0.019,0.98,1,1,1,1,1
admissions,North West,2020-10-24,,1,1,0.019,0.97,0.99,1,1,1,1
admissions,North West,2020-10-25,,0.99,0.99,0.019,0.96,0.98,0.99,1,1,1
admissions,North West,2020-10-26,,0.99,0.99,0.019,0.96,0.97,0.98,0.99,1,1
admissions,North West,2020-10-27,,0.98,0.98,0.019,0.95,0.97,0.98,0.98,0.99,1
admissions,North West,2020-10-28,,0.97,0.97,0.019,0.94,0.96,0.97,0.98,0.99,1
admissions,North West,2020-10-29,,0.97,0.97,0.019,0.94,0.96,0.96,0.97,0.98,1
admissions,North West,2020-10-30,,0.96,0.96,0.02,0.93,0.95,0.96,0.97,0.98,1
admissions,North West,2020-10-31,,0.96,0.96,0.02,0.93,0.95,0.95,0.96,0.97,0.99
admissions,North West,2020-11-01,,0.95,0.95,0.02,0.92,0.94,0.95,0.96,0.97,0.99
admissions,North West,2020-11-02,,0.95,0.95,0.02,0.92,0.93,0.94,0.95,0.96,0.98
admissions,North West,2020-11-03,,0.94,0.94,0.021,0.91,0.93,0.94,0.95,0.96,0.98
admissions,North West,2020-11-04,,0.94,0.94,0.021,0.91,0.92,0.93,0.94,0.95,0.97
admissions,North West,2020-11-05,,0.93,0.93,0.021,0.9,0.92,0.93,0.94,0.94,0.97
admissions,North West,2020-11-06,,0.93,0.93,0.021,0.9,0.91,0.92,0.93,0.94,0.96
admissions,North West,2020-11-07,,0.92,0.92,0.02,0.89,0.91,0.92,0.92,0.93,0.96
admissions,North West,2020-11-08,,0.92,0.92,0.02,0.89,0.9,0.91,0.92,0.93,0.95
admissions,North West,2020-11-09,,0.91,0.91,0.019,0.88,0.9,0.91,0.91,0.92,0.94
admissions,North West,2020-11-10,,0.91,0.91,0.019,0.87,0.89,0.9,0.91,0.92,0.94
admissions,North West,2020-11-11,,0.9,0.9,0.02,0.87,0.89,0.9,0.91,0.91,0.93
admissions,North West,2020-11-12,,0.9,0.9,0.02,0.86,0.89,0.89,0.9,0.91,0.93
admissions,North West,2020-11-13,,0.9,0.9,0.021,0.86,0.88,0.89,0.9,0.91,0.93
admissions,North West,2020-11-14,,0.9,0.89,0.022,0.85,0.88,0.89,0.9,0.91,0.93
admissions,North West,2020-11-15,,0.9,0.89,0.024,0.85,0.88,0.89,0.9,0.91,0.93
admissions,North West,2020-11-16,,0.9,0.89,0.024,0.85,0.88,0.89,0.9,0.91,0.93
admissions,North West,2020-11-17,,0.9,0.9,0.025,0.85,0.88,0.89,0.91,0.92,0.93
admissions,North West,2020-11-18,,0.9,0.9,0.025,0.85,0.89,0.9,0.91,0.92,0.94
admissions,North West,2020-11-19,,0.91,0.91,0.025,0.86,0.89,0.9,0.92,0.92,0.94
admissions,North West,2020-11-20,,0.92,0.91,0.025,0.87,0.9,0.91,0.92,0.93,0.95
admissions,North West,2020-11-21,,0.92,0.92,0.024,0.88,0.91,0.92,0.93,0.94,0.96
admissions,North West,2020-11-22,,0.93,0.93,0.023,0.89,0.92,0.93,0.94,0.95,0.97
admissions,North West,2020-11-23,,0.94,0.94,0.023,0.91,0.93,0.94,0.95,0.96,0.98
admissions,North West,2020-11-24,,0.96,0.96,0.024,0.92,0.94,0.95,0.96,0.97,0.99
admissions,North West,2020-11-25,,0.97,0.97,0.025,0.93,0.95,0.96,0.97,0.99,1
admissions,North West,2020-11-26,,0.98,0.98,0.028,0.94,0.97,0.98,0.99,1,1
admissions,North West,2020-11-27,,1,1,0.031,0.95,0.98,0.99,1,1,1.1
admissions,Northern Ireland,2020-09-15,,1.4,1.4,0.12,1.2,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-16,,1.4,1.4,0.11,1.2,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-17,,1.4,1.4,0.096,1.2,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-18,,1.4,1.4,0.086,1.2,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-19,,1.4,1.4,0.077,1.2,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-20,,1.4,1.4,0.069,1.3,1.3,1.3,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-21,,1.4,1.4,0.062,1.3,1.3,1.4,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-22,,1.4,1.4,0.056,1.3,1.3,1.4,1.4,1.4,1.5
admissions,Northern Ireland,2020-09-23,,1.4,1.4,0.051,1.3,1.3,1.4,1.4,1.4,1.4
admissions,Northern Ireland,2020-09-24,,1.4,1.4,0.047,1.3,1.3,1.3,1.4,1.4,1.4
admissions,Northern Ireland,2020-09-25,,1.4,1.4,0.044,1.3,1.3,1.3,1.4,1.4,1.4
admissions,Northern Ireland,2020-09-26,,1.4,1.4,0.042,1.3,1.3,1.3,1.4,1.4,1.4
admissions,Northern Ireland,2020-09-27,,1.3,1.3,0.04,1.3,1.3,1.3,1.4,1.4,1.4
admissions,Northern Ireland,2020-09-28,,1.3,1.3,0.039,1.3,1.3,1.3,1.3,1.4,1.4
admissions,Northern Ireland,2020-09-29,,1.3,1.3,0.039,1.3,1.3,1.3,1.3,1.4,1.4
admissions,Northern Ireland,2020-09-30,,1.3,1.3,0.038,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Northern Ireland,2020-10-01,,1.3,1.3,0.038,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Northern Ireland,2020-10-02,,1.3,1.3,0.037,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Northern Ireland,2020-10-03,,1.3,1.3,0.036,1.2,1.3,1.3,1.3,1.3,1.3
admissions,Northern Ireland,2020-10-04,,1.3,1.3,0.035,1.2,1.2,1.3,1.3,1.3,1.3
admissions,Northern Ireland,2020-10-05,,1.2,1.3,0.033,1.2,1.2,1.2,1.3,1.3,1.3
admissions,Northern Ireland,2020-10-06,,1.2,1.2,0.032,1.2,1.2,1.2,1.2,1.3,1.3
admissions,Northern Ireland,2020-10-07,,1.2,1.2,0.031,1.2,1.2,1.2,1.2,1.2,1.3
admissions,Northern Ireland,2020-10-08,,1.2,1.2,0.029,1.2,1.2,1.2,1.2,1.2,1.2
admissions,Northern Ireland,2020-10-09,,1.2,1.2,0.028,1.1,1.2,1.2,1.2,1.2,1.2
admissions,Northern Ireland,2020-10-10,,1.2,1.2,0.027,1.1,1.1,1.2,1.2,1.2,1.2
admissions,Northern Ireland,2020-10-11,,1.1,1.1,0.027,1.1,1.1,1.1,1.1,1.2,1.2
admissions,Northern Ireland,2020-10-12,,1.1,1.1,0.026,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Northern Ireland,2020-10-13,,1.1,1.1,0.026,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Northern Ireland,2020-10-14,,1.1,1.1,0.026,1,1.1,1.1,1.1,1.1,1.1
admissions,Northern Ireland,2020-10-15,,1.1,1.1,0.026,1,1.1,1.1,1.1,1.1,1.1
admissions,Northern Ireland,2020-10-16,,1.1,1.1,0.026,1,1,1.1,1.1,1.1,1.1
admissions,Northern Ireland,2020-10-17,,1,1,0.026,1,1,1,1.1,1.1,1.1
admissions,Northern Ireland,2020-10-18,,1,1,0.026,0.98,1,1,1,1,1.1
admissions,Northern Ireland,2020-10-19,,1,1,0.025,0.97,1,1,1,1,1.1
admissions,Northern Ireland,2020-10-20,,1,1,0.025,0.96,0.99,1,1,1,1
admissions,Northern Ireland,2020-10-21,,1,1,0.024,0.96,0.99,1,1,1,1
admissions,Northern Ireland,2020-10-22,,0.99,0.99,0.024,0.95,0.98,0.99,1,1,1
admissions,Northern Ireland,2020-10-23,,0.98,0.98,0.023,0.94,0.97,0.98,0.99,1,1
admissions,Northern Ireland,2020-10-24,,0.98,0.98,0.022,0.94,0.96,0.97,0.98,0.99,1
admissions,Northern Ireland,2020-10-25,,0.97,0.97,0.022,0.94,0.96,0.97,0.98,0.99,1
admissions,Northern Ireland,2020-10-26,,0.97,0.97,0.022,0.93,0.95,0.96,0.97,0.98,1
admissions,Northern Ireland,2020-10-27,,0.96,0.96,0.022,0.93,0.95,0.96,0.97,0.97,1
admissions,Northern Ireland,2020-10-28,,0.96,0.96,0.022,0.92,0.94,0.95,0.96,0.97,1
admissions,Northern Ireland,2020-10-29,,0.95,0.95,0.023,0.92,0.94,0.95,0.96,0.97,0.99
admissions,Northern Ireland,2020-10-30,,0.95,0.95,0.023,0.92,0.93,0.94,0.95,0.96,0.99
admissions,Northern Ireland,2020-10-31,,0.94,0.95,0.024,0.91,0.93,0.94,0.95,0.96,0.99
admissions,Northern Ireland,2020-11-01,,0.94,0.94,0.024,0.91,0.93,0.94,0.95,0.96,0.99
admissions,Northern Ireland,2020-11-02,,0.94,0.94,0.024,0.91,0.92,0.93,0.94,0.95,0.99
admissions,Northern Ireland,2020-11-03,,0.94,0.94,0.024,0.9,0.92,0.93,0.94,0.95,0.98
admissions,Northern Ireland,2020-11-04,,0.93,0.93,0.024,0.9,0.92,0.93,0.94,0.95,0.98
admissions,Northern Ireland,2020-11-05,,0.93,0.93,0.023,0.9,0.92,0.92,0.94,0.95,0.97
admissions,Northern Ireland,2020-11-06,,0.93,0.93,0.023,0.89,0.91,0.92,0.93,0.94,0.97
admissions,Northern Ireland,2020-11-07,,0.93,0.93,0.022,0.89,0.91,0.92,0.93,0.94,0.97
admissions,Northern Ireland,2020-11-08,,0.92,0.92,0.022,0.89,0.91,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-09,,0.92,0.92,0.022,0.89,0.91,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-10,,0.92,0.92,0.023,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-11,,0.92,0.92,0.023,0.88,0.9,0.91,0.93,0.93,0.96
admissions,Northern Ireland,2020-11-12,,0.92,0.92,0.024,0.88,0.9,0.91,0.93,0.93,0.96
admissions,Northern Ireland,2020-11-13,,0.92,0.92,0.025,0.88,0.9,0.91,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-14,,0.92,0.92,0.025,0.88,0.9,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-15,,0.92,0.92,0.026,0.87,0.91,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-16,,0.93,0.92,0.026,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Northern Ireland,2020-11-17,,0.93,0.93,0.027,0.88,0.91,0.92,0.93,0.94,0.97
admissions,Northern Ireland,2020-11-18,,0.93,0.93,0.027,0.88,0.91,0.93,0.94,0.95,0.97
admissions,Northern Ireland,2020-11-19,,0.94,0.93,0.027,0.89,0.92,0.93,0.94,0.95,0.98
admissions,Northern Ireland,2020-11-20,,0.94,0.94,0.027,0.89,0.92,0.93,0.95,0.96,0.98
admissions,Northern Ireland,2020-11-21,,0.95,0.95,0.027,0.9,0.93,0.94,0.95,0.96,0.99
admissions,Northern Ireland,2020-11-22,,0.95,0.95,0.027,0.91,0.94,0.95,0.96,0.97,1
admissions,Northern Ireland,2020-11-23,,0.96,0.96,0.028,0.91,0.94,0.95,0.97,0.98,1
admissions,Northern Ireland,2020-11-24,,0.97,0.97,0.029,0.92,0.95,0.96,0.97,0.98,1
admissions,Northern Ireland,2020-11-25,,0.97,0.97,0.032,0.92,0.95,0.97,0.98,0.99,1
admissions,Northern Ireland,2020-11-26,,0.98,0.98,0.035,0.92,0.96,0.97,0.99,1,1
admissions,Northern Ireland,2020-11-27,,0.99,0.99,0.04,0.93,0.96,0.98,1,1,1.1
admissions,Scotland,2020-09-15,,1.2,1.2,0.1,1.1,1.2,1.2,1.3,1.3,1.4
admissions,Scotland,2020-09-16,,1.2,1.2,0.088,1.1,1.2,1.2,1.3,1.3,1.4
admissions,Scotland,2020-09-17,,1.3,1.2,0.077,1.1,1.2,1.2,1.3,1.3,1.4
admissions,Scotland,2020-09-18,,1.3,1.3,0.067,1.1,1.2,1.2,1.3,1.3,1.4
admissions,Scotland,2020-09-19,,1.3,1.3,0.058,1.2,1.2,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-20,,1.3,1.3,0.051,1.2,1.2,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-21,,1.3,1.3,0.045,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-22,,1.3,1.3,0.041,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-23,,1.3,1.3,0.038,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-24,,1.3,1.3,0.036,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-25,,1.3,1.3,0.035,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-26,,1.3,1.3,0.035,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-27,,1.3,1.3,0.034,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-28,,1.3,1.3,0.034,1.3,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-29,,1.3,1.3,0.033,1.2,1.3,1.3,1.3,1.3,1.4
admissions,Scotland,2020-09-30,,1.3,1.3,0.032,1.2,1.3,1.3,1.3,1.3,1.3
admissions,Scotland,2020-10-01,,1.3,1.3,0.031,1.2,1.3,1.3,1.3,1.3,1.3
admissions,Scotland,2020-10-02,,1.3,1.3,0.03,1.2,1.2,1.3,1.3,1.3,1.3
admissions,Scotland,2020-10-03,,1.2,1.3,0.029,1.2,1.2,1.2,1.3,1.3,1.3
admissions,Scotland,2020-10-04,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,Scotland,2020-10-05,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.2,1.3
admissions,Scotland,2020-10-06,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.2,1.2
admissions,Scotland,2020-10-07,,1.2,1.2,0.026,1.1,1.2,1.2,1.2,1.2,1.2
admissions,Scotland,2020-10-08,,1.2,1.2,0.025,1.1,1.1,1.2,1.2,1.2,1.2
admissions,Scotland,2020-10-09,,1.1,1.1,0.025,1.1,1.1,1.1,1.1,1.2,1.2
admissions,Scotland,2020-10-10,,1.1,1.1,0.024,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Scotland,2020-10-11,,1.1,1.1,0.024,1.1,1.1,1.1,1.1,1.1,1.1
